Name, Part Number, Designator, Qty, Link
Battery contact, 70AAJ-6-M0G, J1, 1, https://www.mouser.ee/ProductDetail/Bourns/70AAJ-6-M0G?qs=nS9uH9%252BmxhxEMX64nt74%252Bw%3D%3D
